주소,간이약도,관리자,Tel,위도lon,경도lat 
전라남도 해남군 마산면 마산로 441,대기실,윤옥미,061-530-5690,34.6214517779,126.5687434487
전라남도 해남군 삼산면 오소재로 965,대기실,박수연,061-530-5682,34.5206424330,126.6118216637
전라남도 해남군 산이면 비석길 66,대기실,임소은,061-530-5692,34.6424179209,126.4509490206
전라남도 해남군 옥천면 해강로 24,대기실,김현주 ,061-530-5688,34.5669002755,126.6497598882
전라남도 해남군 계곡면 해남로 1455,진료실,유지은,061-530-5689,34.6463102721,126.6602072931
전라남도 해남군 북평면 땅끝해안로 3456,진료대기실,곽주화,061-533-1791,34.357693558,126.5904475967
전라남도 해남군 산이면 금호길 59,대기실,최재선,061-537-1597,34.6912668821,126.3661098270
광주광역시 남구 월산동 389,본관1층,,062-369-1323,35.1489728848,126.8957358773
광주광역시 남구 지석동 212-1,민원실내,,062-607-4877,35.0813268936,126.8339981872
광주광역시 남구 월산5동 614-4,2층 물리치료실,박선영,062-366-0791,35.1415427177,126.8970297712
광주광역시 남구 봉선2동 46,의무실앞복도,임수빈,62-672-9931,35.1220304596,126.9210608115
광주광역시 남구 봉선동 132-20,생활관3층,김진,062-654-0576,35.1237695873,126.9175912437
광주광역시 남구 구소동 129-1,진료소내,조미혜,062-374-2692,35.0540697933,126.8097122150
광주광역시 남구 사동 19-4,복지관1층로비,,362-652-2200,35.1446236064,126.9125618498
광주광역시 남구 양림동 사직도서관,1층,정선조,062-613-7772,35.1395228690,126.9139455251
광주광역시 남구 구동 12,회관1층 경비실,,062-670-7934,35.1481359246,126.9085108332
광주광역시 남구 서오층석탑2길 17,1층복도,김선옥,062-671-3370,35.14747568,126.9079189739
광주광역시 남구 백운1동 73-3,민원실내,,0626074727,35.1383183258,126.9038956802
광주광역시 남구 송하동 370-2,민원실내,최선주,0626074851,35.1115850250,126.8772323664
광주광역시 남구 주월2동 974-180,주월보건지소(1층재활치료실),문은혜,062-650-7338,35.1348060077,126.8944943164
광주광역시 남구 봉선1동 1068,수영장,이연주,062-650-8353,35.1220722222,126.9174611111
광주광역시 남구 주월1동 1284-1,보건소민원실,,062-607-4450,35.1328693403,126.9024581571
광주광역시 동구 증심천로 53 (학동),요양원 1층,이은솔,062-222-1656,35.1315030682,126.9350112209
광주광역시 동구 남문로 136-7 (선교동),요양원 집중케어실(3층),손재홍,062-229-3004,35.0882120444,126.9498322716
광주광역시 동구 선교로 197 (용연동),실버빌 2층스테이션,이주예,062-233-8575,35.0983194625,126.9634476608
광주광역시 동구 천변좌로 656 (용산동),복지관 1층 출입구,김정권,062-234-4563,35.1255293900,126.9295655237
광주광역시 동구 서남로 1 (서석동),동구정신건강증진센터,구영지,233-0468,35.1458926276,126.9230514753
광주광역시 동구 백서로198번길 7 (서석동),동구장애인복지관,김성중,062-229-9700,35.1455952344,126.9260366267
광주광역시 동구 백서로198번길 7 (서석동),동구장애인복지관,김성중,062-229-9700,35.1455952344,126.9260366267
광주광역시 동구 중흥로 230 (계림동),나눔요양원,최미숙,062-224-2566,35.1592656747,126.9182535103
강원도 춘천시 북산면 북산로 493,진료실,김미인,033-250-3889,37.9873330403,127.8859669458
강원도 춘천시 남산면 강촌로 331,진료실,박은혜,033)250-3886,37.7916483446,127.6448802791
강원도 춘천시 동내면 동내로 78,진료실,최 영 례,033)250-3882,37.8478901893,127.7611497598
강원도 춘천시 동면 가산로 69,진료실,김수진,033-250-3883,37.9103414882,127.7811101811
강원도 춘천시 동산면 조양길 270,진료실,최옥수,033-261-2028,37.7521968317,127.7964605381
강원도 춘천시 사북면 영서로 4723,진료실,이은숙,033-250-3888,38.0301722626,127.6407150458
강원도 춘천시 신동면 김유정로 1418,진료실,임아름,033-250-3895,37.8176446816,127.7156245458
강원도 춘천시 신북읍 율문길 75,진료실,박근향,033-243-5977,37.9257371811,127.7460057583
강원도 춘천시 신북읍 맥국길 252-38,미래농업교육원 현관,,033-248-6364,37.9559276091,127.777360011
강원도 춘천시 근화동 199(평화로26),1층 로비,,033-250-3890,37.8816388577,127.7187531472
강원도 춘천시 옛경춘로 830-24,1층 로비,,033-245-5102,37.8701352894,127.7111176939
강원도 춘천시 동면 세실로 250,건강관리실,,033-255-8866,37.8797043439,127.757721562
전라북도 무주군 안성면 장기리 1556,진료실(내),지소장,063-320-8266,35.8639555555,127.6527999999
전라북도 무주군 무풍면 (아래지역제외) 313-4,진료실(내),지소장,063-320-8251,35.9699833333,127.8441777777
전라북도 무주군 무주읍 읍내리 무주군청,민원봉사과,백선미,063-320-2243,36.0068911173,127.6607135664
전라북도 무주군 무주읍 당산리 119-3,예체문화관 수영장,김완식,063-320-2243,35.9975279049,127.6946207311
전라북도 무주군 부남면 장안리 116,진료실,,063-322-0968,35.9065212694,127.5913727469
전라북도 무주군 부남면 가당리 474,진료실,,063-322-0367,36.0142016002,127.5783955693
전라북도 무주군 안성면 진도리 644,진료실,,063-323-0771,35.8650943584,127.6239450719
전라북도 무주군 안성면 공정리 1707,진료실,,063-323-0209,35.8473810915,127.6775859912
전라북도 무주군 안성면 공진리 872,진료실,,063-323-0197,35.8295918084,127.6398845771
전라북도 무주군 부남면 대소리 515-3,진료실(내),,063-320-8271,35.9724611111,127.5603861111
전라북도 무주군 설천면 (아래지역제외) 소천리 904,진료실(내),,063-320-8256,36.0077444444,127.7895527777
"전라남도 완도군 청산면 대모도길 373, 모도보건진료소",진료실 안쪽 비치,함순오,061-552-8258,34.1973645306,126.7692064031
"전라남도 완도군 약산면 해동길 7, 보건진료소",환자대기실,이순자,061-553-9234,34.3855643469,126.9285382639
"전라남도 완도군 보길면 중리길 1-1,  중리보건진료소",1층환자민원대기실,서영숙,061-553-6897,34.1643468173,126.5904596306
충청남도 보령시 오천면 효자도길 22-11,효자도보건진료소 옥외,원남영,041-934-5671,36.3796455765,126.4414174582
충청남도 보령시 오천면 호도길 70-7,호도보건진료소 옥외,심현실,041-932-9142,36.3015330784,126.2661807787
"충청남도 보령시 천북면 학성염전길 13, 학성보건소",학성보건진료소 옥외,조수연,041-641-8808,36.4563052883,126.4982248893
"충청남도 보령시 청소면 평촌3길 27, 청소보건지소",청소보건지소 옥외,신미경,041-932-9527,36.447267111,126.5903986082
충청남도 보령시 천북면 홍보로 462,천북보건지소 옥외,김홍숙,041-641-9180,36.4787472865,126.5272802042
"충청남도 보령시 주포면 질재로 47-10, 주포면사무소",주포보건지소 옥외,오정임,041-934-6505,36.4149220119,126.5881289849
충청남도 보령시 주교면 울계큰길 374,주교보건지소 옥외,박화란,041-932-5236,36.3896427605,126.5697957817
충청남도 보령시 청라면 오서산길 33,장현보건진료소 옥외, 서영진,041-936-8883,36.4199833995,126.6617164711
"충청북도 괴산군 괴산읍 충민로검승3길 41, 청소년수련원",괴산청소년수련원(1층 엘리베이터 앞),김정환,043-833-2900,36.8266136930,127.8464562650
"충청북도 괴산군 괴산읍 임꺽정로 90, 괴산군청",괴산군청내(1층)로비,김인경,043-830-3909,36.8152633027,127.7866736169
"충청북도 괴산군 괴산읍 동진천길 197, 괴산공설운동장",괴산종합운동장,김인구,043-830-3810,36.8127772433,127.786531627
충청북도 괴산군 괴산읍 서부리 201-1,괴산읍사무소(1층 민원실),이정진,043-830-2414,36.8116703027,127.7909401856
충청북도 괴산군 연풍면 유상2길 29 (내응보건진료소),내응보건진료소 내,서병연,043-833-5458,36.7824151937,127.9813690741
전라남도 해남군 현산면 입제길 41,대기실,윤인자,061-536-4412,34.4294424204,126.5849412032
전라남도 해남군 화산면 사포길 26,대기실,김미선,061-536-7002,34.4516461836,126.4834276876
충청남도 서산시 팔봉면 호리 산 102-1,호리보건진료소내,문혜정,041-662-5970,36.841162112,126.3268971214
충청남도 서산시 팔봉면 대황리 243-5,대황보건진료소내,장동미,041-662-6302,36.8357213077,126.3740680402
충청남도 서산시 부석면 가사리 397-5,가강보건진료소내,서순남,041-662-4532,36.7538391086,126.3724673456
충청남도 서산시 대산읍 오지리 80-6,오지보건진료소내,노명순,041-663-8618,36.9545955491,126.3692477020
충청남도 서산시 대산읍 대로리 276-56,명지보건진료소내,박미자,041-663-7091,36.9724537513,126.4111464345
충청남도 서산시 해미면 읍내리 441-1,해미보건지소 민원실,손정이,041-688-2751,36.7134903623,126.5451330147
충청남도 서산시 음암면 도당리 851-1,음암보건지소 민원실,이경희,041-663-5511,36.8018211728,126.5195470322
충청남도 서산시 운산면 소중리 175-60,진료 대기실,김선희,041-663-4685,36.7853782099,126.5500635212
충청남도 서산시 운산면 원평리 259,진료실 좌측 상단 코너,신선경,041-662-9752,36.7669282005,126.6287078838
충청남도 서산시 음암면 문양리 349-5,진료대기실,백현희,041-663-6468,36.8344137921,126.5137337338
충청남도 서산시 부석면 창리 303-6,진료대기실,이지현,041-662-7334,36.6305651839,126.3708029424
충청남도 서산시 읍내동 510,1층로비,유석위,041-660-2566,36.7861911695,126.4486172021
충청남도 서산시 인지면 모월리 312-16,건강관리실,권영분,041-660-2772,36.7222931065,126.4208078504
충청남도 서산시 지곡면 산성리 801-3,진료대기실,곽태자,041-662-9752,36.8638177239,126.4166642491
충청남도 서산시 부석면 강당리 687-6,진료대기실,김현미,041-662-7330,36.6655909665,126.4017836577
충청남도 서산시 음암면 신장리 261-26,진료대기실,이언지,041-663-6469,36.7637514942,126.5107665303
충청남도 서산시 해미면 삼송리 119,1층 매장내(식당가),박영선,041-688-8815,36.7411367720,126.5654372083
충청남도 서산시 해미면 삼송리 236-11,휴게소 1층 매장내(식당가),방선식,041-688-7714,36.7344218389,126.5644988038
충청남도 서산시 동문동 309-3,서산공영버스터미널 내 대합실,김영운,041-665-0465,36.7818331757,126.4585659181
충청남도 서산시 운산면 용장리 451,운산보건지소 민원실,유화수,041-663-4106,36.8103991274,126.5803543240
부산광역시 북구 양달로 69,관리사무소,예종달,051-362-5561,35.2443988773,129.0221643890
부산광역시 북구 함박봉로 26,관리사무소,김웅용,051-332-4574,35.2099301552,129.0218552952
부산광역시 북구 화명신도시로 145,정문경비초소,최영숙,051-939-1600,35.2371695624,129.0099553861
"부산광역시 북구 효열로 220번길 22 (금곡동, 금곡화목타운)",관리사무소,박지호,051-361-6767,35.2624143646,129.0199256551
부산광역시 북구 효열로 37번길 22,관리사무소,윤태웅,051-361-2035,35.2497457833,129.0134730879
부산광역시 북구 구포2동 1293,관리사무소,최기순,051-335-4112,35.1957283592,129.0023049986
부산광역시 북구 구포2동 1060-124~1068,구포역사 2층 맞이방(안내방송실 앞),신재식,051-440-2559,35.2048373392,128.9969049723
부산광역시 북구 덕천동 구법1길 5,보건지소1층 화장실 옆,황나라,051-309-4838,35.2127899532,129.0143719117
부산광역시 북구 금곡동 금곡로506,보건소 1층 화장실 옆,황나라,051-309-4795,35.2392872984,129.0147758747
부산광역시 사상구 엄궁동 680-1,관리사무소 내,장덕한,051-323-8410,35.1264717714,128.9783122523
부산광역시 사상구 학장동 산62-2,B동 7병동 면회실,강유진,051-312-1919,35.1327551391,128.9949980012
부산광역시 사상구 주례3동 부산구치소,구치소 내,박성대,051-324-5501,35.1455333333,128.9958972222
부산광역시 사하구 감천로 125 (감천동),5층 간호사실,박기현,204-9971,35.0876976324,129.0056090554
"충청북도 제천시 독순로 61, 중앙동주민센터 (중앙로2가)",민원실,권샛별,043-641-4436,37.1393538117,128.2102224208
"충청북도 제천시 의병대로 147, 남현동 주민센터 (동현동)",민원실,윤유라,043-641-4464,37.1347897675,128.2170414743
경기도 고양시 일산서구 송포로 207 가좌마을7단지아파트,지하1층,장진홍,031-921-8276,37.6839179764,126.7209329612
경기도 고양시 일산서구 송포로 207 가좌마을7단지아파트,지하1층,장진홍,031-921-8276,37.6839179764,126.7209329612
경기도 고양시 일산서구 송포로 207 가좌마을7단지아파트,지하1층,장진홍,031-921-8276,37.6839179764,126.7209329612
경기도 고양시 일산서구 송포로 207 가좌마을7단지아파트,지하1층,장진홍,031-921-8276,37.6839179764,126.7209329612
