이름,주소,전화번호,경도,위도
남동구보건소,"인천 남동구 소래로 633 (만수동, 남동구청)",T.032-453-5125,126.7304714,37.44778682
인천동구청,"인천 동구 금곡로 67 (송림동, 동구청)",T.032-770-6144,126.6433796,37.47378872
2001아울렛부평점,"인천 부평구 경원대로 1277 (산곡동, 2001아울렛부평점)",T.032-573-2001,126.710464,37.4906346
롯데마트부평역점,인천 부평구 광장로 16,T.032-454-2500,126.7233507,37.48956738
부평기적의도서관,"인천 부평구 길주남로 166 (부개동, 부평기적의도서관)",T.032-505-0612,126.7401959,37.50345184
롯데마트삼산점,"인천 부평구 길주로 623 (삼산동, 대덕리치아노)",T.032-363-2512,126.7320541,37.50788788
롯데마트부평점,"인천 부평구 마장로 296 (산곡동, 롯데마트 부평점)",T.032-509-2525,126.7040751,37.50501215
청천보건지소,"인천 부평구 마장로410번길 5 (청천동, 청천2동주민센터)",T.032-509-8956,126.7066635,37.51897793
프라임마리스부평점,인천 부평구 마장로 489,T.02-1666-3791,126.7036165,37.52181909
부평구청,"인천 부평구 부평대로 168 (부평동, 부평구청)",T.032-509-6312,126.7218563,37.50706852
부평구보건소,"인천 부평구 부흥로 291 (부평동, 부평구 보건소)",T.032-509-8203,126.7242482,37.4988346
부평아트센터,"인천 부평구 아트센터로 166 (십정동, 부평아트센터)",T.032-500-2000,126.7049332,37.4822386
국민건강보험공단부평지사,"인천 부평구 안남로434번길 11 (청천동, 국민건강보험공단부평지사)",T.032-509-4112,126.7112676,37.52218356
부평어울림센터,"인천 부평구 장제로 235 (부평동, 부평구자원봉사센터)",T.032-509-5040,126.7309113,37.506578
부평굴포누리기후변화체험관,"인천 부평구 장제로 267 (갈산동, 갈산배수펌프장)",T.032-509-3903,126.7309402,37.50948268
인천삼산월드체육관,"인천 부평구 체육관로 60 (삼산동, 삼산월드체육관)",T.032-500-4532,126.7375378,37.50770258
가정중앙시장역,"인천 서구 가남로 400 (가정동, 가정중앙시장역(인천2호선))",T.032-451-4312,126.6768306,37.53313852
인천가좌역,"인천 서구 가석로 67 (가좌동, 인천가좌역)",T.032-451-4315,126.6752728,37.49007761
홈플러스가좌점,"인천 서구 가정로151번길 11 (가좌동, 홈플러스 가좌점)",T.032-453-8119,126.6706988,37.49761002
검단오류역,"인천 서구 검단로 187 (오류동, 검단오류역(검단산업단지-인천2호선))",T.032-451-4301,126.6474007,37.60213134
왕길역,"인천 서구 검단로 323 (왕길동, 왕길역(인천2호선))",T.032-451-4302,126.6686367,37.58427224
검단사거리역,"인천 서구 검단로 473 (왕길동, 검단사거리역(인천2호선))",T.032-451-4303,126.6686367,37.58427224
검단출장소,"인천 서구 검단로502번길 15 (마전동, 검단출장소)",T.032-560-3202,126.6609572,37.60224135
검단1동주민센터,"인천 서구 검단로529번길 14 (마전동, 검단동 행정복지센터)",T.032-560-3260,126.6617997,37.60508534
검암역,"인천 서구 검바위로 4 (검암동, 검암역(인천2호선))",T.032-451-4307,126.7016534,37.56262077
검암도서관,"인천 서구 검암로20번길 20 (검암동, 검암도서관)",T.032-565-1610,126.6831196,37.56602817
서구건강가정지원센터연희공동육아나눔터,"인천 서구 경명대로693번길 6 (공촌동, 서구건강가정지원센터, 서구다문화지원센터)",T.032-569-1546,126.6858946,37.5525577
청라국제도서관,"인천 서구 담지로 24 (청라동, 청라국제도서관(제1공공도서관))",T.032-562-6823,126.6209968,37.52035944
주안국가산단역,"인천 서구 방축로 343 (가좌동, 주안국가산단역(인천J밸리))",T.032-451-4317,126.6812312,37.47408628
가정역,"인천 서구 봉오대로 234 (가정동, 가정역(루원시티-인천2호선))",T.032-451-4311,126.6768306,37.53313852
모다아울렛인천점,"인천 서구 북항로32번안길 50 (원창동, 모다아울렛 인천점)",T.032-288-5000,126.6477254,37.50991888
서구청역,"인천 서구 서곶로 294 (심곡동, 서구청역(인천2호선))",T.032-451-4310,126.6854221,37.54641144
서구청,"인천 서구 서곶로 307 (심곡동, 서구청)",T.032-560-4253,126.6756416,37.54474977
아시아드경기장역,"인천 서구 서곶로 382 (연희동, 아시아드경기장역(공촌사거리-인천2호선))",T.032-451-4309,126.6790757,37.55230852
검바위역,"인천 서구 서곶로 492 (검암동, 검바위역(인천2호선))",T.032-451-4308,126.7016534,37.56262077
이마트검단점,"인천 서구 서곶로 754 (당하동, 당하 이마트)",T.032-440-1234,126.677216,37.58571505
독정역,"인천 서구 서곶로 760 (백석동, 독정역(인천2호선))",T.032-451-4306,126.6796852,37.58361627
서구문화회관,"인천 서구 서달로 190 (가정동, 가정청소년문화의집)",T.032-579-1150,126.6798899,37.51569993
석남도서관,"인천 서구 서달로137번길 6-12 (석남동, 석남도서관)",T.032-575-2600,126.6782805,37.51180055
석남역,"인천 서구 가석로 257 (석남동, 석남역(거북시장-인천2호선))",T.032-451-4313,126.6824871,37.51192556
심곡도서관,"인천 서구 심곡로 31 (심곡동, 심곡도서관)",T.032-568-0133,126.6732245,37.54246601
청라국제도시역,"인천 서구 에코로 163 (청라동, 청라국제도시역)",T.032-745-7560,126.6254118,37.55514129
가재울역,"인천 서구 열우물로 252 (가좌동, 가재울역)",T.032-451-4316,126.6838496,37.48412629
신석도서관,"인천 서구 염곡로 299 (석남동, 신석도서관)",T.032-571-9457,126.6681181,37.51174978
마전역,"인천 서구 완정로 68 (마전동, 마전역(인천2호선))",T.032-451-4304,126.6768558,37.60964163
서구건강가정지원센터검단공동육아나눔터,"인천 서구 완정로188번2길 3 (마전동, 검단어린이집)",T.032-569-1546,126.6563607,37.60467704
검단도서관,"인천 서구 완정로92번길 18 (마전동, 검단어린이도서관)",T.032-561-4117,126.665899,37.60099983
롯데마트검단점,"인천 서구 원당대로 581 (마전동, 롯데마트)",T.032-560-2524,126.6645751,37.59453138
완정역,"인천 서구 원당대로 650 (당하동, 완정역(인천2호선))",T.032-451-4305,126.6904062,37.59414345
홈플러스청라점,"인천 서구 중봉대로 587 (청라동, 홈플러스 인천청라점)",T.032-723-8804,126.6487418,37.53237402
홈씨시인천점,인천 서구 중봉대로393번길 26 (원창동),T.032-570-7064,126.6449138,37.51666419
청라복합문화센터,"인천 서구 청라대로 26 (청라동, 청라복합문화센터)",T.070-8177-5611,126.6339366,37.52451939
국민건강보험서부지사,"인천 서구 청라에메랄드로 94 (청라동, 인천 청라빌딩)",T.032-560-9112,126.6568171,37.53345155
롯데마트청라점,"인천 서구 청라커낼로 252 (청라동, 청라 롯데캐슬)",T.032-590-2521,126.6450233,37.53074495
청라호수도서관,"인천 서구 크리스탈로 59 (청라동, 청라호수도서관(청라제2공공도서관))",T.032-563-8124,126.6097655,37.52858444
서구보건소,"인천 서구 탁옥로 39 (심곡동, 서구보건소)",T.032-560-5058,126.6739456,37.54443822
동춘역,"인천 연수구 경원대로 지하 180 (동춘동, 동춘역)",T.032-814-5702,126.6807473,37.40490762
이마트연수점,"인천 연수구 경원대로 184 (동춘동, 이마트)",T.032-810-2500,126.6811199,37.40421841
인천시평생학습관,"인천 연수구 경원대로 73 (동춘동, 인천광역시평생학습관)",T.032-899-1552,126.6720853,37.39830235
동막역,"인천 연수구 경원대로 지하 80 (동춘동, 동막역)",T.032-816-5584,126.6736974,37.39823133
연수어린이도서관,"인천 연수구 먼우금로 164 (동춘동, 연수어린이도서관)",T.032-749-8203,126.6747382,37.41233915
연수역,"인천 연수구 벚꽃로 115 (연수동, 연수역)",T.031-8077-5581,126.678964,37.41780374
원인재역,"인천 연수구 벚꽃로 195 (연수동, 원인재역(수인선))",T.031-8077-5571,126.6863296,37.41327245
송도역,"인천 연수구 비류대로 175 (옥련동, 송도역)",T.031-8077-5592,126.654627,37.42993567
연수청학도서관,"인천 연수구 솔샘로 146 (청학동, 연수청학도서관)",T.032-749-8254,126.6609781,37.42559134
트리플스트리트,"인천 연수구 송도과학로16번길 33-1 (송도동, 송도 트리플스트리트)",T.032-310-9600,126.6594616,37.3810818
테크노파크역,"인천 연수구 송도국제대로 지하 150 (송도동, 테크노파크역)",T.032-451-3184,126.6565185,37.38239711
홈플러스인천송도점,"인천 연수구 송도국제대로 165 (송도동, 홈플러스 복합쇼핑몰(송도점))",T.032-220-8000,126.656372,37.38022604
캠퍼스타운역,"인천 연수구 송도국제대로 지하 66 (송도동, 캠퍼스타운역)",T.032-451-3183,126.6621868,37.38835708
NC큐브커넬워크점,"인천 연수구 아트센터대로 87 (송도동, 커낼워크D4 WINTER)",T.032-723-6308,126.6465857,37.39213139
연수구청,"인천 연수구 원인재로 115 (동춘동, 연수구청)",T.032-749-6758,126.6782996,37.4101523
인천대입구역,"인천 연수구 인천타워대로 지하 155 (송도동, 인천대입구역)",T.032-832-3186,126.6393889,37.38604587
센트럴파크역,"인천 연수구 인천타워대로 지하 240 (송도동, 센트럴파크역)",T.032-832-3187,126.6347312,37.39300983
국제업무단지역,"인천 연수구 인천타워대로 지하 334 (송도동, 국제업무지구역)",T.032-451-3188,126.6301542,37.40030426
지식정보단지역,"인천 연수구 인천타워대로 지하 57 (송도동, 지식정보단지역)",T.032-451-3185,126.6453824,37.37812025
송도건강생활지원센터,"인천 연수구 인천타워대로54번길 19 (송도동, 송도건강생활지원센터)",T.032-749-6925,126.6465729,37.37978167
홈플러스인천연수점,"인천 연수구 청능대로 210 (동춘동, 스퀘어원)",T.032-430-8000,126.6836224,37.40599787
롯데마트 연수점,인천 연수구 청능대로 87,T.032-810-2500,126.6751702,37.41512284
롯데마트송도점,"인천 연수구 컨벤시아대로 177 (송도동, 롯데마트)",T.032-222-2500,126.6433245,37.38831432
코스트코송도점,"인천 연수구 컨벤시아대로230번길 60 (송도동, 코스트코홀세일 송도점)",T.02-1899-9900,126.6332984,37.38965413
연수1동주민센터,"인천 연수구 함박뫼로 127 (연수동, 연수1동행정복지센터)",T.032-749-6176,126.6876018,37.42582632
연수구보건소,"인천 연수구 함박뫼로 13 (청학동, 연수보건소)",T.032-749-8152,126.6711554,37.41913283
해돋이도서관,"인천 연수구 해돋이로 7 (송도동, 해돋이도서관)",T.032-749-6955,126.6590472,37.38582117
인천공항철도영종역,"인천 중구 백운로414번길 75 (운북동, 영종역)",T.032-745-7321,126.524249,37.51210107
용유역,인천 중구 용유로 44,T.032-742-4333,126.4240238,37.426536
신포역,"인천 중구 우현로 지하 3 (사동, 신포역(수인선))",T.031-8077-5661,126.6245607,37.46837107
워터파크역,인천 중구 공항서로 83 (운서동),T.032-742-4333,126.4328343,37.43509628
합동청사역,인천 중구 운서동 2850-10,T.032-742-4333,126.4602439,37.44016851
국제업무단지역(파라다이스시티역),인천 중구 운서동 2851-47,T.032-742-4333,126.4547144,37.43873449
이마트동인천점,"인천 중구 인중로 134 (신생동, 동인천이마트)",T.032-451-1053,126.6291744,37.46655182
인천학생교육문화회관,"인천 중구 자유공원로 12 (인현동, 인천학생교육문화회관)",T.032-760-3412,126.6296711,37.47571205
중구드림스타트팀,"인천 중구 참외전로72번길 25 (전동, 동인천동 행정복지센터)",T.032-760-6381,126.6289499,37.47682773
롯데마트영종점,"인천 중구 흰바위로 51 (운서동, 롯데마트)",T.032-745-3547,126.4912143,37.4926737
이마트트레이더스송림점,"인천 동구 봉수대로 82 (송림동, 이마트 트레이더스)",T.032-722-1052,126.6603514,37.48305919
꿈앤뜰키즈랜드,"인천 동구 솔빛로 82 (송림동, 동구청소년수련관)",T.032-764-1070,126.6425754,37.47606779
동구랑스틸랜드키즈카페,"인천 동구 화수로69번길 17 (화수동, 동구랑 스틸랜드)",T.032-761-2435,126.6309214,37.48377132
강진군보건소,전남 강진군 강진읍 목리길 11,T.061-430-3574,126.7810968,34.63599048
강진군청,전남 강진군 강진읍 탐진로 111,T.061-430-3716,126.7670806,34.64167671
고흥군보건소,전남 고흥군 고흥읍 등암3길 5,T.061-830-6629,127.2690923,34.5921441
보건의료원,전남 곡성군 곡성읍 곡성로 854,T.061-360-7573,127.2969041,35.27886634
섬진강기차마을역1,전남 곡성군 오곡면 기차마을로 232,T.061-362-7461,127.3085286,35.27732418
LF스퀘어광양점1,전남 광양시 광양읍 순광로 466,T.061-815-4500,127.5663097,34.96265594
광양시보건소,전남 광양시 광양읍 인덕로 1100,T.061-797-4032,127.5837178,34.98056625
광양역,전남 광양시 광양읍 해광로 800,T.061-762-7788,127.5876391,34.95653424
건강보험공단,전남 광양시 시청로 20,T.061-913-4313,127.6937394,34.93920144
광양시청,전남 광양시 시청로 33,T.061-797-3394,127.6961199,34.93975553
중마통합보건지소,전남 광양시 중동로 42,T.061-797-4065,127.6925569,34.94374198
섬진강휴게소(부산방향),전남 광양시 진월면 섬진강매화로 141,T.061-772-7986,127.7704721,34.9845851
섬진강휴게소(순천방향),전남 광양시 진월면 신답길 24-14,T.061-772-7993,127.7693906,34.9857879
홈플러스광양점,전남 광양시 항만11로 70,T.061-760-8003,127.6941406,34.92850485
구례군보건의료원,전남 구례군 구례읍 동편제길 30,T.061-780-2025,127.4615362,35.21633383
구례군청,전남 구례군 구례읍 봉성로 1,T.061-780-2284,127.4627559,35.2025233
마산면사무소,전남 구례군 마산면 화업사로 150,T.061-780-2850,127.491534,35.22684128
문척면사무소,전남 구례군 문척면 수달생태로 268-12,T.061-780-2820,127.4890644,35.19177676
빛가람건강생활지원센터,전남 나주시 빛가람로 721,T.061-339-4752,126.7906411,35.02220477
국민건강보험공단나주지사,전남 나주시 송월3길 19,T.061-330-9800,126.7149373,35.0169731
나주시청,전남 나주시 시청길 22,T.061-339-8732,126.710816,35.01655521
나주시보건소,전남 나주시 풍물시장2길 57-32,T.061-339-2128,126.7082238,34.99522632
담양군보건소,전남 담양군 담양읍 완동길 10-11,T.061-380-3989,126.981059,35.3250042
담양관광정보센터,전남 담양군 담양읍 죽녹원로 130,T.061-380-2820,126.9878908,35.32520798
목포문화예술회관,전남 목포시 남농로 135,T.061-270-8484,126.421068,34.7937281
시민문화체육센터,전남 목포시 부주로 312,T.061-270-4061,126.4367476,34.81265232
다문화가족지원센터,전남 목포시 산정로150번길 22,T.061-278-4222,126.3941511,34.80039363
어린이바다과학관,전남 목포시 삼학도92번길 98,T.061-242-6359,126.388805,34.782004
